density,time_of_day,week_or_weekend,year,month,time_binary,week_binary,amenities_total,public_transport,pedestrian_total
Pt4,PM,week,2017,5,0,1,0,3,3130
Pt5,PM,week,2017,5,0,1,0,2,3700
Pt6,PM,week,2017,5,0,1,0,6,1909
Pt7,PM,week,2017,5,0,1,0,13,9045
Pt8,PM,week,2017,5,0,1,0,31,4673
Pt9,PM,week,2017,5,0,1,2,4,7384
Pt10,PM,week,2017,5,0,1,17,0,2570
Pt11,PM,week,2017,5,0,1,17,22,4288
Pt12,PM,week,2017,5,0,1,22,13,6632
Pt13,PM,week,2017,5,0,1,9,4,2253
Pt14,PM,week,2017,5,0,1,33,10,8736
Pt15,PM,week,2017,5,0,1,9,19,6544
Pt16,PM,week,2017,5,0,1,2,19,3888
Pt17,PM,week,2017,5,0,1,10,1,3015
Pt18,PM,week,2017,5,0,1,28,3,5287
Pt19,PM,week,2017,5,0,1,7,9,2749
Pt20,PM,week,2017,5,0,1,0,33,1792
Pt21,PM,week,2017,5,0,1,1,1,3955
Pt22,PM,week,2017,5,0,1,15,24,2459
Pt23,PM,week,2017,5,0,1,41,34,9793
Pt24,PM,week,2017,5,0,1,0,1,3061
Pt25,PM,week,2017,5,0,1,19,4,2787
Pt26,PM,week,2017,5,0,1,1,8,6533
Pt27,PM,week,2017,5,0,1,2,1,5716
Pt28,PM,week,2017,5,0,1,8,1,3588
Pt29,PM,week,2017,5,0,1,7,3,1719
Pt30,PM,week,2017,5,0,1,1,1,2523
pt31,PM,week,2017,5,0,1,0,0,2708
Pt32,PM,week,2017,5,0,1,2,68,2820
Pt33,PM,week,2017,5,0,1,2,3,262
Pt34,PM,week,2017,5,0,1,67,0,3978
pt35,PM,week,2017,5,0,1,28,2,6747
Pt36,PM,week,2017,5,0,1,12,28,14040
Pt37,PM,week,2017,5,0,1,72,3,6832
Pt38,PM,week,2017,5,0,1,19,37,9546
Pt39,PM,week,2017,5,0,1,91,1,3627
Pt40,PM,week,2017,5,0,1,30,113,4534
Pt41,PM,week,2017,5,0,1,88,10,18021
Pt42,PM,week,2017,5,0,1,88,75,20258
Pt43,PM,week,2017,5,0,1,62,18,4866
Pt44,PM,week,2017,5,0,1,4,2,25824
Pt45,PM,week,2017,5,0,1,5,1,23214
Pt46,PM,week,2017,5,0,1,36,58,6610
Pt47,PM,week,2017,5,0,1,14,2,9223
Pt48,PM,week,2017,5,0,1,27,1,4998
Pt49,PM,week,2017,5,0,1,24,0,12400
Pt50,PM,week,2017,5,0,1,6,1,2681
Pt51,PM,week,2017,5,0,1,29,67,24343
Pt52,PM,week,2017,5,0,1,31,80,4475
Pt53,PM,week,2017,5,0,1,46,86,10277
Pt54,PM,week,2017,5,0,1,9,4,7957
Pt55,PM,week,2017,5,0,1,38,2,8995
Pt56,PM,week,2017,5,0,1,1,24,7407
Pt57,PM,week,2017,5,0,1,63,92,25185
Pt58,PM,week,2017,5,0,1,32,24,11981
Pt59,PM,week,2017,5,0,1,233,19,12022
Pt60,PM,week,2017,5,0,1,25,8,5938
Pt61,PM,week,2017,5,0,1,101,9,12548
Pt62,PM,week,2017,5,0,1,92,41,12931
Pt63,PM,week,2017,5,0,1,41,16,13654
Pt64,PM,week,2017,5,0,1,62,9,10241
Pt65,PM,week,2017,5,0,1,134,9,17620
Pt66,PM,week,2017,5,0,1,101,24,21417
Pt67,PM,week,2017,5,0,1,153,56,12107
Pt68,PM,week,2017,5,0,1,67,54,16330
Pt69,PM,week,2017,5,0,1,44,52,16366
Pt70,PM,week,2017,5,0,1,0,13,537
Pt71,PM,week,2017,5,0,1,11,18,5360
Pt72,PM,week,2017,5,0,1,11,1,4618
Pt73,PM,week,2017,5,0,1,19,4,8534
Pt74,PM,week,2017,5,0,1,7,11,5835
Pt75,PM,week,2017,5,0,1,5,4,1484
Pt76,PM,week,2017,5,0,1,8,6,559
Pt77,PM,week,2017,5,0,1,19,37,3545
Pt78,PM,week,2017,5,0,1,9,2,999
Pt79,PM,week,2017,5,0,1,4,3,3599
Pt80,PM,week,2017,5,0,1,17,3,9075
Pt81,PM,week,2017,5,0,1,4,26,1616
Pt82,PM,week,2017,5,0,1,4,4,8993
Pt83,PM,week,2017,5,0,1,4,5,195
Pt84,PM,week,2017,5,0,1,1,1,2248
Pt85,PM,week,2017,5,0,1,18,71,4242
Pt86,PM,week,2017,5,0,1,16,1,2820
Pt87,PM,week,2017,5,0,1,3,5,1330
Pt88,PM,week,2017,5,0,1,4,1,1899
Pt89,PM,week,2017,5,0,1,3,37,2496
Pt90,PM,week,2017,5,0,1,1,32,2045
Pt91,PM,week,2017,5,0,1,1,35,10126
Pt92,PM,week,2017,5,0,1,15,35,11835
Pt93,PM,week,2017,5,0,1,11,11,4891
Pt94,PM,week,2017,5,0,1,13,4,2938
Pt95,PM,week,2017,5,0,1,0,15,876
Pt96,PM,week,2017,5,0,1,0,2,325
Pt97,PM,week,2017,5,0,1,1,1,545
Pt98,PM,week,2017,5,0,1,3,149,1687
Pt99,PM,week,2017,5,0,1,0,2,224
Pt100,PM,week,2017,5,0,1,2,6,699
Pt1,MD,weekend,2017,5,0.5,0,2,28,2776
Pt2,MD,weekend,2017,5,0.5,0,0,3,2143
Pt3,MD,weekend,2017,5,0.5,0,1,19,6499
Pt4,MD,weekend,2017,5,0.5,0,0,3,1123
Pt5,MD,weekend,2017,5,0.5,0,0,2,2526
Pt6,MD,weekend,2017,5,0.5,0,0,6,925
Pt7,MD,weekend,2017,5,0.5,0,0,13,6683
Pt8,MD,weekend,2017,5,0.5,0,0,31,3420
Pt9,MD,weekend,2017,5,0.5,0,2,4,5356
Pt10,MD,weekend,2017,5,0.5,0,17,0,2298
Pt11,MD,weekend,2017,5,0.5,0,17,22,3721
Pt12,MD,weekend,2017,5,0.5,0,22,13,4163
Pt13,MD,weekend,2017,5,0.5,0,9,4,2134
Pt14,MD,weekend,2017,5,0.5,0,33,10,6209
Pt15,MD,weekend,2017,5,0.5,0,9,19,4502
Pt16,MD,weekend,2017,5,0.5,0,2,19,2533
Pt17,MD,weekend,2017,5,0.5,0,10,1,1712
Pt18,MD,weekend,2017,5,0.5,0,28,3,4713
Pt19,MD,weekend,2017,5,0.5,0,7,9,2205
Pt20,MD,weekend,2017,5,0.5,0,0,33,1387
Pt21,MD,weekend,2017,5,0.5,0,1,1,3370
Pt22,MD,weekend,2017,5,0.5,0,15,24,1794
Pt23,MD,weekend,2017,5,0.5,0,41,34,6073
Pt24,MD,weekend,2017,5,0.5,0,0,1,3576
Pt25,MD,weekend,2017,5,0.5,0,19,4,965
Pt26,MD,weekend,2017,5,0.5,0,1,8,2455
Pt27,MD,weekend,2017,5,0.5,0,2,1,2655
Pt28,MD,weekend,2017,5,0.5,0,8,1,3232
Pt29,MD,weekend,2017,5,0.5,0,7,3,2095
Pt30,MD,weekend,2017,5,0.5,0,1,1,2985
pt31,MD,weekend,2017,5,0.5,0,0,0,2244
Pt32,MD,weekend,2017,5,0.5,0,2,68,1374
Pt33,MD,weekend,2017,5,0.5,0,2,3,606
Pt34,MD,weekend,2017,5,0.5,0,67,0,2340
pt35,MD,weekend,2017,5,0.5,0,28,2,1715
Pt36,MD,weekend,2017,5,0.5,0,12,28,9265
Pt37,MD,weekend,2017,5,0.5,0,72,3,5446
Pt38,MD,weekend,2017,5,0.5,0,19,37,2994
Pt39,MD,weekend,2017,5,0.5,0,91,1,2690
Pt40,MD,weekend,2017,5,0.5,0,30,113,3295
Pt41,MD,weekend,2017,5,0.5,0,88,10,10204
Pt42,MD,weekend,2017,5,0.5,0,88,75,6428
Pt43,MD,weekend,2017,5,0.5,0,62,18,2682
Pt44,MD,weekend,2017,5,0.5,0,4,2,9745
Pt45,MD,weekend,2017,5,0.5,0,5,1,11394
Pt46,MD,weekend,2017,5,0.5,0,36,58,4469
Pt47,MD,weekend,2017,5,0.5,0,14,2,4792
Pt48,MD,weekend,2017,5,0.5,0,27,1,4729
Pt49,MD,weekend,2017,5,0.5,0,24,0,3894
Pt50,MD,weekend,2017,5,0.5,0,6,1,2185
Pt51,MD,weekend,2017,5,0.5,0,29,67,10861
Pt52,MD,weekend,2017,5,0.5,0,31,80,1754
Pt53,MD,weekend,2017,5,0.5,0,46,86,5651
Pt54,MD,weekend,2017,5,0.5,0,9,4,5857
Pt55,MD,weekend,2017,5,0.5,0,38,2,5170
Pt56,MD,weekend,2017,5,0.5,0,1,24,1343
Pt57,MD,weekend,2017,5,0.5,0,63,92,10944
Pt58,MD,weekend,2017,5,0.5,0,32,24,3672
Pt59,MD,weekend,2017,5,0.5,0,233,19,2121
Pt60,MD,weekend,2017,5,0.5,0,25,8,2490
Pt61,MD,weekend,2017,5,0.5,0,101,9,2926
Pt62,MD,weekend,2017,5,0.5,0,92,41,3247
Pt63,MD,weekend,2017,5,0.5,0,41,16,1362
Pt64,MD,weekend,2017,5,0.5,0,62,9,2080
Pt65,MD,weekend,2017,5,0.5,0,134,9,14224
Pt66,MD,weekend,2017,5,0.5,0,101,24,7852
Pt67,MD,weekend,2017,5,0.5,0,153,56,5963
Pt68,MD,weekend,2017,5,0.5,0,67,54,6214
Pt69,MD,weekend,2017,5,0.5,0,44,52,7899
Pt70,MD,weekend,2017,5,0.5,0,0,13,584
Pt71,MD,weekend,2017,5,0.5,0,11,18,3509
Pt72,MD,weekend,2017,5,0.5,0,11,1,2495
Pt73,MD,weekend,2017,5,0.5,0,19,4,6133
Pt74,MD,weekend,2017,5,0.5,0,7,11,4623
Pt75,MD,weekend,2017,5,0.5,0,5,4,1573
Pt76,MD,weekend,2017,5,0.5,0,8,6,391
Pt77,MD,weekend,2017,5,0.5,0,19,37,2480
Pt78,MD,weekend,2017,5,0.5,0,9,2,758
Pt79,MD,weekend,2017,5,0.5,0,4,3,1562
Pt80,MD,weekend,2017,5,0.5,0,17,3,5155
Pt81,MD,weekend,2017,5,0.5,0,4,26,1585
Pt82,MD,weekend,2017,5,0.5,0,4,4,8675
Pt83,MD,weekend,2017,5,0.5,0,4,5,44
Pt84,MD,weekend,2017,5,0.5,0,1,1,1745
Pt85,MD,weekend,2017,5,0.5,0,18,71,2709
Pt86,MD,weekend,2017,5,0.5,0,16,1,2164
Pt87,MD,weekend,2017,5,0.5,0,3,5,721
Pt88,MD,weekend,2017,5,0.5,0,4,1,1753
Pt89,MD,weekend,2017,5,0.5,0,3,37,788
Pt90,MD,weekend,2017,5,0.5,0,1,32,1584
Pt91,MD,weekend,2017,5,0.5,0,1,35,2665
Pt92,MD,weekend,2017,5,0.5,0,15,35,7373
Pt93,MD,weekend,2017,5,0.5,0,11,11,3270
Pt94,MD,weekend,2017,5,0.5,0,13,4,1025
Pt95,MD,weekend,2017,5,0.5,0,0,15,470
Pt96,MD,weekend,2017,5,0.5,0,0,2,246
Pt97,MD,weekend,2017,5,0.5,0,1,1,363
Pt98,MD,weekend,2017,5,0.5,0,3,149,992
Pt99,MD,weekend,2017,5,0.5,0,0,2,159
Pt100,MD,weekend,2017,5,0.5,0,2,6,492
Pt1,AM,week,2016,9,1,1,2,28,1309
Pt2,AM,week,2016,9,1,1,0,3,2109
Pt3,AM,week,2016,9,1,1,1,19,2422
Pt4,AM,week,2016,9,1,1,0,3,2017
Pt5,AM,week,2016,9,1,1,0,2,1101
Pt6,AM,week,2016,9,1,1,0,6,982
Pt7,AM,week,2016,9,1,1,0,13,1689
Pt8,AM,week,2016,9,1,1,0,31,1377
Pt9,AM,week,2016,9,1,1,2,4,1642
Pt10,AM,week,2016,9,1,1,17,0,951
Pt11,AM,week,2016,9,1,1,17,22,1838
Pt12,AM,week,2016,9,1,1,22,13,1561
Pt13,AM,week,2016,9,1,1,9,4,561
Pt14,AM,week,2016,9,1,1,33,10,3410
Pt15,AM,week,2016,9,1,1,9,19,1531
Pt16,AM,week,2016,9,1,1,2,19,2024
Pt17,AM,week,2016,9,1,1,10,1,2570
Pt18,AM,week,2016,9,1,1,28,3,2308
Pt19,AM,week,2016,9,1,1,7,9,1161
Pt20,AM,week,2016,9,1,1,0,33,372
Pt21,AM,week,2016,9,1,1,1,1,1037
Pt22,AM,week,2016,9,1,1,15,24,808
Pt23,AM,week,2016,9,1,1,41,34,2289
Pt24,AM,week,2016,9,1,1,0,1,855
Pt25,AM,week,2016,9,1,1,19,4,746
Pt26,AM,week,2016,9,1,1,1,8,3598
Pt27,AM,week,2016,9,1,1,2,1,1707
Pt28,AM,week,2016,9,1,1,8,1,1577
Pt29,AM,week,2016,9,1,1,7,3,1419
Pt30,AM,week,2016,9,1,1,1,1,201
pt31,AM,week,2016,9,1,1,0,0,844
Pt32,AM,week,2016,9,1,1,2,68,1927
Pt33,AM,week,2016,9,1,1,2,3,130
Pt34,AM,week,2016,9,1,1,67,0,838
pt35,AM,week,2016,9,1,1,28,2,4041
Pt36,AM,week,2016,9,1,1,12,28,3791
Pt37,AM,week,2016,9,1,1,72,3,2338
Pt38,AM,week,2016,9,1,1,19,37,7639
Pt39,AM,week,2016,9,1,1,91,1,1852
Pt40,AM,week,2016,9,1,1,30,113,1847
Pt41,AM,week,2016,9,1,1,88,10,3979
Pt42,AM,week,2016,9,1,1,88,75,8253
Pt43,AM,week,2016,9,1,1,62,18,1457
Pt44,AM,week,2016,9,1,1,4,2,7160
Pt45,AM,week,2016,9,1,1,5,1,4360
Pt46,AM,week,2016,9,1,1,36,58,1334
Pt47,AM,week,2016,9,1,1,14,2,4039
Pt48,AM,week,2016,9,1,1,27,1,2894
Pt49,AM,week,2016,9,1,1,24,0,4625
Pt50,AM,week,2016,9,1,1,6,1,2142
Pt51,AM,week,2016,9,1,1,29,67,11099
Pt52,AM,week,2016,9,1,1,31,80,2344
Pt53,AM,week,2016,9,1,1,46,86,6445
Pt54,AM,week,2016,9,1,1,9,4,2077
Pt55,AM,week,2016,9,1,1,38,2,2193
Pt56,AM,week,2016,9,1,1,1,24,1422
Pt57,AM,week,2016,9,1,1,63,92,9272
Pt58,AM,week,2016,9,1,1,32,24,6089
Pt59,AM,week,2016,9,1,1,233,19,4758
Pt60,AM,week,2016,9,1,1,25,8,2521
Pt61,AM,week,2016,9,1,1,101,9,4837
Pt62,AM,week,2016,9,1,1,92,41,4532
Pt63,AM,week,2016,9,1,1,41,16,6021
Pt64,AM,week,2016,9,1,1,62,9,3384
Pt65,AM,week,2016,9,1,1,134,9,6371
Pt66,AM,week,2016,9,1,1,101,24,8451
Pt67,AM,week,2016,9,1,1,153,56,5972
Pt68,AM,week,2016,9,1,1,67,54,5458
Pt69,AM,week,2016,9,1,1,44,52,4669
Pt70,AM,week,2016,9,1,1,0,13,339
Pt71,AM,week,2016,9,1,1,11,18,1071
Pt72,AM,week,2016,9,1,1,11,1,1332
Pt73,AM,week,2016,9,1,1,19,4,2905
Pt74,AM,week,2016,9,1,1,7,11,902
Pt75,AM,week,2016,9,1,1,5,4,879
Pt76,AM,week,2016,9,1,1,8,6,531
Pt77,AM,week,2016,9,1,1,19,37,959
Pt78,AM,week,2016,9,1,1,9,2,723
Pt79,AM,week,2016,9,1,1,4,3,996
Pt80,AM,week,2016,9,1,1,17,3,1326
Pt81,AM,week,2016,9,1,1,4,26,1234
Pt82,AM,week,2016,9,1,1,4,4,2524
Pt83,AM,week,2016,9,1,1,4,5,93
Pt84,AM,week,2016,9,1,1,1,1,942
Pt85,AM,week,2016,9,1,1,18,71,1350
Pt86,AM,week,2016,9,1,1,16,1,934
Pt87,AM,week,2016,9,1,1,3,5,357
Pt88,AM,week,2016,9,1,1,4,1,358
Pt89,AM,week,2016,9,1,1,3,37,1799
Pt90,AM,week,2016,9,1,1,1,32,455
Pt91,AM,week,2016,9,1,1,1,35,5493
Pt92,AM,week,2016,9,1,1,15,35,3749
Pt93,AM,week,2016,9,1,1,11,11,1047
Pt94,AM,week,2016,9,1,1,13,4,1315
Pt95,AM,week,2016,9,1,1,0,15,354
Pt96,AM,week,2016,9,1,1,0,2,203
Pt97,AM,week,2016,9,1,1,1,1,529
Pt98,AM,week,2016,9,1,1,3,149,1148
Pt99,AM,week,2016,9,1,1,0,2,138
Pt100,AM,week,2016,9,1,1,2,6,588
Pt1,PM,week,2016,9,0,1,2,28,3642
Pt2,PM,week,2016,9,0,1,0,3,5485
Pt3,PM,week,2016,9,0,1,1,19,11145
Pt4,PM,week,2016,9,0,1,0,3,2771
Pt5,PM,week,2016,9,0,1,0,2,3336
Pt6,PM,week,2016,9,0,1,0,6,1971
Pt7,PM,week,2016,9,0,1,0,13,7885
Pt8,PM,week,2016,9,0,1,0,31,4098
Pt9,PM,week,2016,9,0,1,2,4,8130
Pt10,PM,week,2016,9,0,1,17,0,2911
Pt11,PM,week,2016,9,0,1,17,22,4557
Pt12,PM,week,2016,9,0,1,22,13,6338
Pt13,PM,week,2016,9,0,1,9,4,1706
Pt14,PM,week,2016,9,0,1,33,10,8301
Pt15,PM,week,2016,9,0,1,9,19,5930
Pt16,PM,week,2016,9,0,1,2,19,4229
Pt17,PM,week,2016,9,0,1,10,1,2747
Pt18,PM,week,2016,9,0,1,28,3,4503
Pt19,PM,week,2016,9,0,1,7,9,2381
Pt20,PM,week,2016,9,0,1,0,33,2698
Pt21,PM,week,2016,9,0,1,1,1,4115
Pt22,PM,week,2016,9,0,1,15,24,2407
Pt23,PM,week,2016,9,0,1,41,34,10775
Pt24,PM,week,2016,9,0,1,0,1,2526
Pt25,PM,week,2016,9,0,1,19,4,2573
Pt26,PM,week,2016,9,0,1,1,8,5068
Pt27,PM,week,2016,9,0,1,2,1,4512
Pt28,PM,week,2016,9,0,1,8,1,3695
Pt29,PM,week,2016,9,0,1,7,3,2089
Pt30,PM,week,2016,9,0,1,1,1,1481
pt31,PM,week,2016,9,0,1,0,0,2852
Pt32,PM,week,2016,9,0,1,2,68,2664
Pt33,PM,week,2016,9,0,1,2,3,257
Pt34,PM,week,2016,9,0,1,67,0,2929
pt35,PM,week,2016,9,0,1,28,2,5893
Pt36,PM,week,2016,9,0,1,12,28,10156
Pt37,PM,week,2016,9,0,1,72,3,8574
Pt38,PM,week,2016,9,0,1,19,37,8514
Pt39,PM,week,2016,9,0,1,91,1,3277
Pt40,PM,week,2016,9,0,1,30,113,4847
Pt41,PM,week,2016,9,0,1,88,10,16487
Pt42,PM,week,2016,9,0,1,88,75,16376
Pt43,PM,week,2016,9,0,1,62,18,6299
Pt44,PM,week,2016,9,0,1,4,2,21141
Pt45,PM,week,2016,9,0,1,5,1,22274
Pt46,PM,week,2016,9,0,1,36,58,4059
Pt47,PM,week,2016,9,0,1,14,2,6740
Pt48,PM,week,2016,9,0,1,27,1,7597
Pt49,PM,week,2016,9,0,1,24,0,12007
Pt50,PM,week,2016,9,0,1,6,1,6911
Pt51,PM,week,2016,9,0,1,29,67,38885
Pt52,PM,week,2016,9,0,1,31,80,4403
Pt53,PM,week,2016,9,0,1,46,86,11300
Pt54,PM,week,2016,9,0,1,9,4,8199
Pt55,PM,week,2016,9,0,1,38,2,8523
Pt56,PM,week,2016,9,0,1,1,24,7555
Pt57,PM,week,2016,9,0,1,63,92,25365
Pt58,PM,week,2016,9,0,1,32,24,13479
Pt59,PM,week,2016,9,0,1,233,19,13021
Pt60,PM,week,2016,9,0,1,25,8,5715
Pt61,PM,week,2016,9,0,1,101,9,8838
Pt62,PM,week,2016,9,0,1,92,41,10213
Pt63,PM,week,2016,9,0,1,41,16,9465
Pt64,PM,week,2016,9,0,1,62,9,9498
Pt65,PM,week,2016,9,0,1,134,9,20399
Pt66,PM,week,2016,9,0,1,101,24,20123
Pt67,PM,week,2016,9,0,1,153,56,14583
Pt68,PM,week,2016,9,0,1,67,54,15559
Pt69,PM,week,2016,9,0,1,44,52,16089
Pt70,PM,week,2016,9,0,1,0,13,553
Pt71,PM,week,2016,9,0,1,11,18,3859
Pt72,PM,week,2016,9,0,1,11,1,4646
Pt73,PM,week,2016,9,0,1,19,4,8768
Pt74,PM,week,2016,9,0,1,7,11,3818
Pt75,PM,week,2016,9,0,1,5,4,2479
Pt76,PM,week,2016,9,0,1,8,6,668
Pt77,PM,week,2016,9,0,1,19,37,3719
Pt78,PM,week,2016,9,0,1,9,2,1211
Pt79,PM,week,2016,9,0,1,4,3,3328
Pt80,PM,week,2016,9,0,1,17,3,6383
Pt81,PM,week,2016,9,0,1,4,26,1685
Pt82,PM,week,2016,9,0,1,4,4,8379
Pt83,PM,week,2016,9,0,1,4,5,177
Pt84,PM,week,2016,9,0,1,1,1,1791
Pt85,PM,week,2016,9,0,1,18,71,4110
Pt86,PM,week,2016,9,0,1,16,1,2761
Pt87,PM,week,2016,9,0,1,3,5,725
Pt88,PM,week,2016,9,0,1,4,1,1985
Pt89,PM,week,2016,9,0,1,3,37,2061
Pt90,PM,week,2016,9,0,1,1,32,1881
Pt91,PM,week,2016,9,0,1,1,35,9476
Pt92,PM,week,2016,9,0,1,15,35,11927
Pt93,PM,week,2016,9,0,1,11,11,4622
Pt94,PM,week,2016,9,0,1,13,4,2482
Pt95,PM,week,2016,9,0,1,0,15,718
Pt96,PM,week,2016,9,0,1,0,2,348
Pt97,PM,week,2016,9,0,1,1,1,571
Pt98,PM,week,2016,9,0,1,3,149,1758
Pt99,PM,week,2016,9,0,1,0,2,216
Pt100,PM,week,2016,9,0,1,2,6,637
Pt1,MD,weekend,2016,9,0.5,0,2,28,2830
Pt2,MD,weekend,2016,9,0.5,0,0,3,2548
Pt3,MD,weekend,2016,9,0.5,0,1,19,9775
Pt4,MD,weekend,2016,9,0.5,0,0,3,1459
Pt5,MD,weekend,2016,9,0.5,0,0,2,2501
Pt6,MD,weekend,2016,9,0.5,0,0,6,1165
Pt7,MD,weekend,2016,9,0.5,0,0,13,6900
