density,time_of_day,week_or_weekend,year,month,time_binary,week_binary,amenities_total,public_transport,pedestrian_total
Pt8,MD,weekend,2016,9,0.5,0,0,31,2730
Pt9,MD,weekend,2016,9,0.5,0,2,4,5763
Pt10,MD,weekend,2016,9,0.5,0,17,0,2248
Pt11,MD,weekend,2016,9,0.5,0,17,22,2520
Pt12,MD,weekend,2016,9,0.5,0,22,13,5412
Pt13,MD,weekend,2016,9,0.5,0,9,4,1385
Pt14,MD,weekend,2016,9,0.5,0,33,10,5014
Pt15,MD,weekend,2016,9,0.5,0,9,19,5092
Pt16,MD,weekend,2016,9,0.5,0,2,19,2040
Pt17,MD,weekend,2016,9,0.5,0,10,1,3234
Pt18,MD,weekend,2016,9,0.5,0,28,3,3170
Pt19,MD,weekend,2016,9,0.5,0,7,9,3082
Pt20,MD,weekend,2016,9,0.5,0,0,33,1487
Pt21,MD,weekend,2016,9,0.5,0,1,1,2642
Pt22,MD,weekend,2016,9,0.5,0,15,24,1461
Pt23,MD,weekend,2016,9,0.5,0,41,34,6572
Pt24,MD,weekend,2016,9,0.5,0,0,1,2459
Pt25,MD,weekend,2016,9,0.5,0,19,4,1146
Pt26,MD,weekend,2016,9,0.5,0,1,8,2635
Pt27,MD,weekend,2016,9,0.5,0,2,1,2387
Pt28,MD,weekend,2016,9,0.5,0,8,1,2156
Pt29,MD,weekend,2016,9,0.5,0,7,3,1621
Pt30,MD,weekend,2016,9,0.5,0,1,1,3179
pt31,MD,weekend,2016,9,0.5,0,0,0,3258
Pt32,MD,weekend,2016,9,0.5,0,2,68,1240
Pt33,MD,weekend,2016,9,0.5,0,2,3,401
Pt34,MD,weekend,2016,9,0.5,0,67,0,2517
pt35,MD,weekend,2016,9,0.5,0,28,2,1880
Pt36,MD,weekend,2016,9,0.5,0,12,28,7720
Pt37,MD,weekend,2016,9,0.5,0,72,3,5944
Pt38,MD,weekend,2016,9,0.5,0,19,37,5458
Pt39,MD,weekend,2016,9,0.5,0,91,1,4522
Pt40,MD,weekend,2016,9,0.5,0,30,113,3032
Pt41,MD,weekend,2016,9,0.5,0,88,10,6253
Pt42,MD,weekend,2016,9,0.5,0,88,75,6400
Pt43,MD,weekend,2016,9,0.5,0,62,18,2276
Pt44,MD,weekend,2016,9,0.5,0,4,2,8346
Pt45,MD,weekend,2016,9,0.5,0,5,1,12247
Pt46,MD,weekend,2016,9,0.5,0,36,58,2994
Pt47,MD,weekend,2016,9,0.5,0,14,2,3425
Pt48,MD,weekend,2016,9,0.5,0,27,1,3555
Pt49,MD,weekend,2016,9,0.5,0,24,0,4892
Pt50,MD,weekend,2016,9,0.5,0,6,1,2160
Pt51,MD,weekend,2016,9,0.5,0,29,67,13500
Pt52,MD,weekend,2016,9,0.5,0,31,80,3024
Pt53,MD,weekend,2016,9,0.5,0,46,86,6516
Pt54,MD,weekend,2016,9,0.5,0,9,4,5483
Pt55,MD,weekend,2016,9,0.5,0,38,2,4507
Pt56,MD,weekend,2016,9,0.5,0,1,24,6295
Pt57,MD,weekend,2016,9,0.5,0,63,92,15233
Pt58,MD,weekend,2016,9,0.5,0,32,24,2753
Pt59,MD,weekend,2016,9,0.5,0,233,19,2720
Pt60,MD,weekend,2016,9,0.5,0,25,8,2751
Pt61,MD,weekend,2016,9,0.5,0,101,9,2656
Pt62,MD,weekend,2016,9,0.5,0,92,41,2900
Pt63,MD,weekend,2016,9,0.5,0,41,16,1811
Pt64,MD,weekend,2016,9,0.5,0,62,9,2059
Pt65,MD,weekend,2016,9,0.5,0,134,9,14273
Pt66,MD,weekend,2016,9,0.5,0,101,24,8578
Pt67,MD,weekend,2016,9,0.5,0,153,56,7043
Pt68,MD,weekend,2016,9,0.5,0,67,54,7641
Pt69,MD,weekend,2016,9,0.5,0,44,52,6486
Pt70,MD,weekend,2016,9,0.5,0,0,13,483
Pt71,MD,weekend,2016,9,0.5,0,11,18,3809
Pt72,MD,weekend,2016,9,0.5,0,11,1,2305
Pt73,MD,weekend,2016,9,0.5,0,19,4,6429
Pt74,MD,weekend,2016,9,0.5,0,7,11,3199
Pt75,MD,weekend,2016,9,0.5,0,5,4,756
Pt76,MD,weekend,2016,9,0.5,0,8,6,346
Pt77,MD,weekend,2016,9,0.5,0,19,37,1668
Pt78,MD,weekend,2016,9,0.5,0,9,2,326
Pt79,MD,weekend,2016,9,0.5,0,4,3,1687
Pt80,MD,weekend,2016,9,0.5,0,17,3,4747
Pt81,MD,weekend,2016,9,0.5,0,4,26,1420
Pt82,MD,weekend,2016,9,0.5,0,4,4,6689
Pt83,MD,weekend,2016,9,0.5,0,4,5,105
Pt84,MD,weekend,2016,9,0.5,0,1,1,1580
Pt85,MD,weekend,2016,9,0.5,0,18,71,2605
Pt86,MD,weekend,2016,9,0.5,0,16,1,1470
Pt87,MD,weekend,2016,9,0.5,0,3,5,594
Pt88,MD,weekend,2016,9,0.5,0,4,1,2005
Pt89,MD,weekend,2016,9,0.5,0,3,37,576
Pt90,MD,weekend,2016,9,0.5,0,1,32,1744
Pt91,MD,weekend,2016,9,0.5,0,1,35,1952
Pt92,MD,weekend,2016,9,0.5,0,15,35,8070
Pt93,MD,weekend,2016,9,0.5,0,11,11,3362
Pt94,MD,weekend,2016,9,0.5,0,13,4,1015
Pt95,MD,weekend,2016,9,0.5,0,0,15,467
Pt96,MD,weekend,2016,9,0.5,0,0,2,210
Pt97,MD,weekend,2016,9,0.5,0,1,1,403
Pt98,MD,weekend,2016,9,0.5,0,3,149,1056
Pt99,MD,weekend,2016,9,0.5,0,0,2,200
Pt100,MD,weekend,2016,9,0.5,0,2,6,489
Pt1,AM,week,2016,5,1,1,2,28,1246
Pt2,AM,week,2016,5,1,1,0,3,2053
Pt3,AM,week,2016,5,1,1,1,19,2540
Pt4,AM,week,2016,5,1,1,0,3,2066
Pt5,AM,week,2016,5,1,1,0,2,993
Pt6,AM,week,2016,5,1,1,0,6,767
Pt7,AM,week,2016,5,1,1,0,13,2059
Pt8,AM,week,2016,5,1,1,0,31,1638
Pt9,AM,week,2016,5,1,1,2,4,1531
Pt10,AM,week,2016,5,1,1,17,0,941
Pt11,AM,week,2016,5,1,1,17,22,3134
Pt12,AM,week,2016,5,1,1,22,13,1456
Pt13,AM,week,2016,5,1,1,9,4,583
Pt14,AM,week,2016,5,1,1,33,10,2621
Pt15,AM,week,2016,5,1,1,9,19,1471
Pt16,AM,week,2016,5,1,1,2,19,2084
Pt17,AM,week,2016,5,1,1,10,1,2074
Pt18,AM,week,2016,5,1,1,28,3,2003
Pt19,AM,week,2016,5,1,1,7,9,1037
Pt20,AM,week,2016,5,1,1,0,33,238
Pt21,AM,week,2016,5,1,1,1,1,1280
Pt22,AM,week,2016,5,1,1,15,24,714
Pt23,AM,week,2016,5,1,1,41,34,2045
Pt24,AM,week,2016,5,1,1,0,1,742
Pt25,AM,week,2016,5,1,1,19,4,665
Pt26,AM,week,2016,5,1,1,1,8,2556
Pt27,AM,week,2016,5,1,1,2,1,1718
Pt28,AM,week,2016,5,1,1,8,1,1283
Pt29,AM,week,2016,5,1,1,7,3,1099
Pt30,AM,week,2016,5,1,1,1,1,285
pt31,AM,week,2016,5,1,1,0,0,636
Pt32,AM,week,2016,5,1,1,2,68,1845
Pt33,AM,week,2016,5,1,1,2,3,110
Pt34,AM,week,2016,5,1,1,67,0,930
pt35,AM,week,2016,5,1,1,28,2,4632
Pt36,AM,week,2016,5,1,1,12,28,5079
Pt37,AM,week,2016,5,1,1,72,3,2789
Pt38,AM,week,2016,5,1,1,19,37,6923
Pt39,AM,week,2016,5,1,1,91,1,1892
Pt40,AM,week,2016,5,1,1,30,113,1746
Pt41,AM,week,2016,5,1,1,88,10,3017
Pt42,AM,week,2016,5,1,1,88,75,13311
Pt43,AM,week,2016,5,1,1,62,18,1267
Pt44,AM,week,2016,5,1,1,4,2,7800
Pt45,AM,week,2016,5,1,1,5,1,4443
Pt46,AM,week,2016,5,1,1,36,58,1258
Pt47,AM,week,2016,5,1,1,14,2,3460
Pt48,AM,week,2016,5,1,1,27,1,3207
Pt49,AM,week,2016,5,1,1,24,0,4931
Pt50,AM,week,2016,5,1,1,6,1,718
Pt51,AM,week,2016,5,1,1,29,67,11410
Pt52,AM,week,2016,5,1,1,31,80,2246
Pt53,AM,week,2016,5,1,1,46,86,6759
Pt54,AM,week,2016,5,1,1,9,4,2129
Pt55,AM,week,2016,5,1,1,38,2,2150
Pt56,AM,week,2016,5,1,1,1,24,1380
Pt57,AM,week,2016,5,1,1,63,92,13835
Pt58,AM,week,2016,5,1,1,32,24,7257
Pt59,AM,week,2016,5,1,1,233,19,5117
Pt60,AM,week,2016,5,1,1,25,8,2255
Pt61,AM,week,2016,5,1,1,101,9,5016
Pt62,AM,week,2016,5,1,1,92,41,3851
Pt63,AM,week,2016,5,1,1,41,16,4639
Pt64,AM,week,2016,5,1,1,62,9,4156
Pt65,AM,week,2016,5,1,1,134,9,5069
Pt66,AM,week,2016,5,1,1,101,24,8539
Pt67,AM,week,2016,5,1,1,153,56,5324
Pt68,AM,week,2016,5,1,1,67,54,4761
Pt69,AM,week,2016,5,1,1,44,52,4446
Pt70,AM,week,2016,5,1,1,0,13,244
Pt71,AM,week,2016,5,1,1,11,18,965
Pt72,AM,week,2016,5,1,1,11,1,1258
Pt73,AM,week,2016,5,1,1,19,4,2868
Pt74,AM,week,2016,5,1,1,7,11,871
Pt75,AM,week,2016,5,1,1,5,4,1002
Pt76,AM,week,2016,5,1,1,8,6,515
Pt77,AM,week,2016,5,1,1,19,37,988
Pt78,AM,week,2016,5,1,1,9,2,526
Pt79,AM,week,2016,5,1,1,4,3,896
Pt80,AM,week,2016,5,1,1,17,3,1280
Pt81,AM,week,2016,5,1,1,4,26,1005
Pt82,AM,week,2016,5,1,1,4,4,2005
Pt83,AM,week,2016,5,1,1,4,5,68
Pt84,AM,week,2016,5,1,1,1,1,729
Pt85,AM,week,2016,5,1,1,18,71,1346
Pt86,AM,week,2016,5,1,1,16,1,868
Pt87,AM,week,2016,5,1,1,3,5,274
Pt88,AM,week,2016,5,1,1,4,1,330
Pt89,AM,week,2016,5,1,1,3,37,1561
Pt90,AM,week,2016,5,1,1,1,32,388
Pt91,AM,week,2016,5,1,1,1,35,6222
Pt92,AM,week,2016,5,1,1,15,35,3485
Pt93,AM,week,2016,5,1,1,11,11,1081
Pt94,AM,week,2016,5,1,1,13,4,1059
Pt95,AM,week,2016,5,1,1,0,15,352
Pt96,AM,week,2016,5,1,1,0,2,205
Pt97,AM,week,2016,5,1,1,1,1,530
Pt98,AM,week,2016,5,1,1,3,149,1090
Pt99,AM,week,2016,5,1,1,0,2,129
Pt100,AM,week,2016,5,1,1,2,6,579
Pt1,PM,week,2016,5,0,1,2,28,4531
Pt2,PM,week,2016,5,0,1,0,3,4721
Pt3,PM,week,2016,5,0,1,1,19,11272
Pt4,PM,week,2016,5,0,1,0,3,2944
Pt5,PM,week,2016,5,0,1,0,2,3625
Pt6,PM,week,2016,5,0,1,0,6,1933
Pt7,PM,week,2016,5,0,1,0,13,9097
Pt8,PM,week,2016,5,0,1,0,31,5900
Pt9,PM,week,2016,5,0,1,2,4,7296
Pt10,PM,week,2016,5,0,1,17,0,2751
Pt11,PM,week,2016,5,0,1,17,22,4792
Pt12,PM,week,2016,5,0,1,22,13,4475
Pt13,PM,week,2016,5,0,1,9,4,1916
Pt14,PM,week,2016,5,0,1,33,10,6058
Pt15,PM,week,2016,5,0,1,9,19,5257
Pt16,PM,week,2016,5,0,1,2,19,3832
Pt17,PM,week,2016,5,0,1,10,1,2634
Pt18,PM,week,2016,5,0,1,28,3,5309
Pt19,PM,week,2016,5,0,1,7,9,2601
Pt20,PM,week,2016,5,0,1,0,33,816
Pt21,PM,week,2016,5,0,1,1,1,3936
Pt22,PM,week,2016,5,0,1,15,24,2244
Pt23,PM,week,2016,5,0,1,41,34,10872
Pt24,PM,week,2016,5,0,1,0,1,3431
Pt25,PM,week,2016,5,0,1,19,4,2094
Pt26,PM,week,2016,5,0,1,1,8,4267
Pt27,PM,week,2016,5,0,1,2,1,4984
Pt28,PM,week,2016,5,0,1,8,1,4017
Pt29,PM,week,2016,5,0,1,7,3,2481
Pt30,PM,week,2016,5,0,1,1,1,3323
pt31,PM,week,2016,5,0,1,0,0,2763
Pt32,PM,week,2016,5,0,1,2,68,2841
Pt33,PM,week,2016,5,0,1,2,3,244
Pt34,PM,week,2016,5,0,1,67,0,3784
pt35,PM,week,2016,5,0,1,28,2,7093
Pt36,PM,week,2016,5,0,1,12,28,11126
Pt37,PM,week,2016,5,0,1,72,3,8673
Pt38,PM,week,2016,5,0,1,19,37,9546
Pt39,PM,week,2016,5,0,1,91,1,4594
Pt40,PM,week,2016,5,0,1,30,113,5086
Pt41,PM,week,2016,5,0,1,88,10,14947
Pt42,PM,week,2016,5,0,1,88,75,28056
Pt43,PM,week,2016,5,0,1,62,18,5138
Pt44,PM,week,2016,5,0,1,4,2,28019
Pt45,PM,week,2016,5,0,1,5,1,22351
Pt46,PM,week,2016,5,0,1,36,58,4788
Pt47,PM,week,2016,5,0,1,14,2,8459
Pt48,PM,week,2016,5,0,1,27,1,9604
Pt49,PM,week,2016,5,0,1,24,0,12301
Pt50,PM,week,2016,5,0,1,6,1,2988
Pt51,PM,week,2016,5,0,1,29,67,31856
Pt52,PM,week,2016,5,0,1,31,80,4073
Pt53,PM,week,2016,5,0,1,46,86,14575
Pt54,PM,week,2016,5,0,1,9,4,8010
Pt55,PM,week,2016,5,0,1,38,2,8456
Pt56,PM,week,2016,5,0,1,1,24,7476
Pt57,PM,week,2016,5,0,1,63,92,33102
Pt58,PM,week,2016,5,0,1,32,24,20533
Pt59,PM,week,2016,5,0,1,233,19,14037
Pt60,PM,week,2016,5,0,1,25,8,4484
Pt61,PM,week,2016,5,0,1,101,9,10549
Pt62,PM,week,2016,5,0,1,92,41,10651
Pt63,PM,week,2016,5,0,1,41,16,10165
Pt64,PM,week,2016,5,0,1,62,9,9431
Pt65,PM,week,2016,5,0,1,134,9,23382
Pt66,PM,week,2016,5,0,1,101,24,20057
Pt67,PM,week,2016,5,0,1,153,56,14088
Pt68,PM,week,2016,5,0,1,67,54,16986
Pt69,PM,week,2016,5,0,1,44,52,16529
Pt70,PM,week,2016,5,0,1,0,13,619
Pt71,PM,week,2016,5,0,1,11,18,3676
Pt72,PM,week,2016,5,0,1,11,1,5240
Pt73,PM,week,2016,5,0,1,19,4,9190
Pt74,PM,week,2016,5,0,1,7,11,5007
Pt75,PM,week,2016,5,0,1,5,4,2149
Pt76,PM,week,2016,5,0,1,8,6,661
Pt77,PM,week,2016,5,0,1,19,37,3577
Pt78,PM,week,2016,5,0,1,9,2,1056
Pt79,PM,week,2016,5,0,1,4,3,3171
Pt80,PM,week,2016,5,0,1,17,3,6167
Pt81,PM,week,2016,5,0,1,4,26,1845
Pt82,PM,week,2016,5,0,1,4,4,7775
Pt83,PM,week,2016,5,0,1,4,5,231
Pt84,PM,week,2016,5,0,1,1,1,1581
Pt85,PM,week,2016,5,0,1,18,71,4035
Pt86,PM,week,2016,5,0,1,16,1,2668
Pt87,PM,week,2016,5,0,1,3,5,1145
Pt88,PM,week,2016,5,0,1,4,1,1881
Pt89,PM,week,2016,5,0,1,3,37,2338
Pt90,PM,week,2016,5,0,1,1,32,2028
Pt91,PM,week,2016,5,0,1,1,35,8748
Pt92,PM,week,2016,5,0,1,15,35,12573
Pt93,PM,week,2016,5,0,1,11,11,5044
Pt94,PM,week,2016,5,0,1,13,4,2443
Pt95,PM,week,2016,5,0,1,0,15,689
Pt96,PM,week,2016,5,0,1,0,2,304
Pt97,PM,week,2016,5,0,1,1,1,559
Pt98,PM,week,2016,5,0,1,3,149,1660
Pt99,PM,week,2016,5,0,1,0,2,199
Pt100,PM,week,2016,5,0,1,2,6,693
Pt1,MD,weekend,2016,5,0.5,0,2,28,2686
Pt2,MD,weekend,2016,5,0.5,0,0,3,2311
Pt3,MD,weekend,2016,5,0.5,0,1,19,8422
Pt4,MD,weekend,2016,5,0.5,0,0,3,1752
Pt5,MD,weekend,2016,5,0.5,0,0,2,2492
Pt6,MD,weekend,2016,5,0.5,0,0,6,1010
Pt7,MD,weekend,2016,5,0.5,0,0,13,6688
Pt8,MD,weekend,2016,5,0.5,0,0,31,2582
Pt9,MD,weekend,2016,5,0.5,0,2,4,6014
Pt10,MD,weekend,2016,5,0.5,0,17,0,3131
Pt11,MD,weekend,2016,5,0.5,0,17,22,2925
Pt12,MD,weekend,2016,5,0.5,0,22,13,5356
Pt13,MD,weekend,2016,5,0.5,0,9,4,1914
Pt14,MD,weekend,2016,5,0.5,0,33,10,5038
Pt15,MD,weekend,2016,5,0.5,0,9,19,5266
Pt16,MD,weekend,2016,5,0.5,0,2,19,2282
Pt17,MD,weekend,2016,5,0.5,0,10,1,1939
Pt18,MD,weekend,2016,5,0.5,0,28,3,4003
Pt19,MD,weekend,2016,5,0.5,0,7,9,2078
Pt20,MD,weekend,2016,5,0.5,0,0,33,1449
Pt21,MD,weekend,2016,5,0.5,0,1,1,3960
Pt22,MD,weekend,2016,5,0.5,0,15,24,1524
Pt23,MD,weekend,2016,5,0.5,0,41,34,6656
Pt24,MD,weekend,2016,5,0.5,0,0,1,3438
Pt25,MD,weekend,2016,5,0.5,0,19,4,1235
Pt26,MD,weekend,2016,5,0.5,0,1,8,1582
Pt27,MD,weekend,2016,5,0.5,0,2,1,2680
Pt28,MD,weekend,2016,5,0.5,0,8,1,3510
Pt29,MD,weekend,2016,5,0.5,0,7,3,1694
Pt30,MD,weekend,2016,5,0.5,0,1,1,3518
pt31,MD,weekend,2016,5,0.5,0,0,0,2358
Pt32,MD,weekend,2016,5,0.5,0,2,68,1365
Pt33,MD,weekend,2016,5,0.5,0,2,3,401
Pt34,MD,weekend,2016,5,0.5,0,67,0,2763
pt35,MD,weekend,2016,5,0.5,0,28,2,1580
Pt36,MD,weekend,2016,5,0.5,0,12,28,7116
Pt37,MD,weekend,2016,5,0.5,0,72,3,5003
Pt38,MD,weekend,2016,5,0.5,0,19,37,2994
Pt39,MD,weekend,2016,5,0.5,0,91,1,4162
Pt40,MD,weekend,2016,5,0.5,0,30,113,3197
Pt41,MD,weekend,2016,5,0.5,0,88,10,7465
Pt42,MD,weekend,2016,5,0.5,0,88,75,9351
Pt43,MD,weekend,2016,5,0.5,0,62,18,2661
Pt44,MD,weekend,2016,5,0.5,0,4,2,10030
Pt45,MD,weekend,2016,5,0.5,0,5,1,12712
Pt46,MD,weekend,2016,5,0.5,0,36,58,3174
Pt47,MD,weekend,2016,5,0.5,0,14,2,3542
Pt48,MD,weekend,2016,5,0.5,0,27,1,3429
Pt49,MD,weekend,2016,5,0.5,0,24,0,4583
Pt50,MD,weekend,2016,5,0.5,0,6,1,2480
Pt51,MD,weekend,2016,5,0.5,0,29,67,16847
Pt52,MD,weekend,2016,5,0.5,0,31,80,2607
Pt53,MD,weekend,2016,5,0.5,0,46,86,5836
Pt54,MD,weekend,2016,5,0.5,0,9,4,5791
Pt55,MD,weekend,2016,5,0.5,0,38,2,6081
Pt56,MD,weekend,2016,5,0.5,0,1,24,4671
Pt57,MD,weekend,2016,5,0.5,0,63,92,12029
Pt58,MD,weekend,2016,5,0.5,0,32,24,3407
Pt59,MD,weekend,2016,5,0.5,0,233,19,2772
Pt60,MD,weekend,2016,5,0.5,0,25,8,2836
Pt61,MD,weekend,2016,5,0.5,0,101,9,2962
Pt62,MD,weekend,2016,5,0.5,0,92,41,3776
Pt63,MD,weekend,2016,5,0.5,0,41,16,1969
Pt64,MD,weekend,2016,5,0.5,0,62,9,2556
Pt65,MD,weekend,2016,5,0.5,0,134,9,15398
Pt66,MD,weekend,2016,5,0.5,0,101,24,8095
Pt67,MD,weekend,2016,5,0.5,0,153,56,6798
Pt68,MD,weekend,2016,5,0.5,0,67,54,7928
Pt69,MD,weekend,2016,5,0.5,0,44,52,7359
Pt70,MD,weekend,2016,5,0.5,0,0,13,625
Pt71,MD,weekend,2016,5,0.5,0,11,18,3653
Pt72,MD,weekend,2016,5,0.5,0,11,1,2319
Pt73,MD,weekend,2016,5,0.5,0,19,4,5285
Pt74,MD,weekend,2016,5,0.5,0,7,11,3938
Pt75,MD,weekend,2016,5,0.5,0,5,4,1973
Pt76,MD,weekend,2016,5,0.5,0,8,6,385
Pt77,MD,weekend,2016,5,0.5,0,19,37,1712
Pt78,MD,weekend,2016,5,0.5,0,9,2,742
Pt79,MD,weekend,2016,5,0.5,0,4,3,2131
Pt80,MD,weekend,2016,5,0.5,0,17,3,5079
Pt81,MD,weekend,2016,5,0.5,0,4,26,1425
Pt82,MD,weekend,2016,5,0.5,0,4,4,6579
Pt83,MD,weekend,2016,5,0.5,0,4,5,95
Pt84,MD,weekend,2016,5,0.5,0,1,1,1554
Pt85,MD,weekend,2016,5,0.5,0,18,71,2505
Pt86,MD,weekend,2016,5,0.5,0,16,1,1297
Pt87,MD,weekend,2016,5,0.5,0,3,5,850
Pt88,MD,weekend,2016,5,0.5,0,4,1,1610
Pt89,MD,weekend,2016,5,0.5,0,3,37,754
Pt90,MD,weekend,2016,5,0.5,0,1,32,1632
Pt91,MD,weekend,2016,5,0.5,0,1,35,4257
Pt92,MD,weekend,2016,5,0.5,0,15,35,7617
Pt93,MD,weekend,2016,5,0.5,0,11,11,3570
Pt94,MD,weekend,2016,5,0.5,0,13,4,734
Pt95,MD,weekend,2016,5,0.5,0,0,15,456
Pt96,MD,weekend,2016,5,0.5,0,0,2,191
Pt97,MD,weekend,2016,5,0.5,0,1,1,411
Pt98,MD,weekend,2016,5,0.5,0,3,149,996
Pt99,MD,weekend,2016,5,0.5,0,0,2,203
Pt100,MD,weekend,2016,5,0.5,0,2,6,471
